games,event,team,pos,medal,as,athlete_id,noc,discipline,nationality
1996 Summer Olympics,"Doubles, Women (Olympic)",Tomomi Matsuo,=9,,Masako Sakamoto,877,JPN,Badminton,
1992 Summer Olympics,"Singles, Men (Olympic)",,=17,,Hiroshi Shibutani,878,JPN,Table Tennis,
1992 Summer Olympics,"Doubles, Men (Olympic)",Koji Matsushita,=9,,Hiroshi Shibutani,878,JPN,Table Tennis,
1996 Summer Olympics,"Singles, Men (Olympic)",,=17,,Hiroshi Shibutani,878,JPN,Table Tennis,
1996 Summer Olympics,"Doubles, Men (Olympic)",Koji Matsushita,=5,,Hiroshi Shibutani,878,JPN,Table Tennis,
2000 Summer Olympics,"Doubles, Men (Olympic)",Koji Matsushita,=17,,Hiroshi Shibutani,878,JPN,Table Tennis,
1996 Summer Olympics,"Doubles, Men (Olympic)",Satoshi Iwabuchi,=9,,Takao Suzuki,879,JPN,Tennis,
1996 Summer Olympics,"Singles, Men (Olympic)",,=33,,Toshio Tasaki,880,JPN,Table Tennis,
1996 Summer Olympics,"Doubles, Men (Olympic)",Ryo Yuzawa,=17,,Toshio Tasaki,880,JPN,Table Tennis,
2000 Summer Olympics,"Singles, Men (Olympic)",,=9,,Toshio Tasaki,880,JPN,Table Tennis,
2000 Summer Olympics,"Doubles, Men (Olympic)",Seiko Iseki,=9,,Toshio Tasaki,880,JPN,Table Tennis,
2004 Summer Olympics,"Doubles, Men (Olympic)",Akira Kito,=9,,Toshio Tasaki,880,JPN,Table Tennis,
1988 Summer Olympics,"Singles, Men (Olympic)",,=33,,Toshihisa Tsuchihashi,881,JPN,Tennis,
1988 Summer Olympics,"Doubles, Men (Olympic)",Shuzo Matsuoka,=17,,Toshihisa Tsuchihashi,881,JPN,Tennis,
1988 Summer Olympics,"Doubles, Men (Olympic)",Kiyoshi Saito,=13,,Takehiro Watanabe,882,JPN,Table Tennis,
1992 Summer Olympics,"Singles, Men (Olympic)",,=33,,Takehiro Watanabe,882,JPN,Table Tennis,
1992 Summer Olympics,"Doubles, Men (Olympic)",Kinjiro Nakamura,=17,,Takehiro Watanabe,882,JPN,Table Tennis,
1996 Summer Olympics,"Doubles, Men (Olympic)",Toshio Tasaki,=17,,Ryo Yuzawa,883,JPN,Table Tennis,
2004 Summer Olympics,"Singles, Men (Olympic)",,=49,,Ryo Yuzawa,883,JPN,Table Tennis,
2004 Summer Olympics,"Doubles, Men (Olympic)",Shu Arai,=17,,Ryo Yuzawa,883,JPN,Table Tennis,
1992 Summer Olympics,"Singles, Women (Olympic)",,2.0,Silver,Bang Su-Hyeon,884,KOR,Badminton,
1996 Summer Olympics,"Singles, Women (Olympic)",,1.0,Gold,Bang Su-Hyeon,884,KOR,Badminton,
1996 Summer Olympics,"Singles, Women (Olympic)",,=17,,Choi Yeong-Ja,885,KOR,Tennis,
1996 Summer Olympics,"Doubles, Women (Olympic)",Park Su-Yeon,=9,,Jeong Jae-Hui,886,KOR,Badminton,
2000 Summer Olympics,"Doubles, Mixed (Olympic)",Ha Tae-Gwon,=9,,Jeong Jae-Hui,886,KOR,Badminton,
2000 Summer Olympics,"Doubles, Women (Olympic)",Na Gyeong-Min,4,,Jeong Jae-Hui,886,KOR,Badminton,
1988 Summer Olympics,"Doubles, Women (Olympic (non-medal))",Kim Yeon-Ja,1.0,,Jeong So-Yeong,887,KOR,Badminton,
1992 Summer Olympics,"Doubles, Women (Olympic)",Hwang Hye-Yeong,1.0,Gold,Jeong So-Yeong,887,KOR,Badminton,
1992 Summer Olympics,"Doubles, Women (Olympic)",Sim Eun-Jeong,=3,Bronze,Gil Yeong-Ah,888,KOR,Badminton,
1996 Summer Olympics,"Doubles, Mixed (Olympic)",Kim Dong-Mun,1,Gold,Gil Yeong-Ah,888,KOR,Badminton,
1996 Summer Olympics,"Doubles, Women (Olympic)",Jang Hye-Ok,2,Silver,Gil Yeong-Ah,888,KOR,Badminton,
1988 Summer Olympics,"Singles, Women (Olympic)",,8,,Hong Cha-Ok,889,KOR,Table Tennis,
1992 Summer Olympics,"Doubles, Women (Olympic)",Hyeon Jeong-Hwa,=3,Bronze,Hong Cha-Ok,889,KOR,Table Tennis,
1992 Summer Olympics,"Singles, Women (Olympic)",,=9,,Hong Sun-Hwa,890,KOR,Table Tennis,
1992 Summer Olympics,"Doubles, Women (Olympic)",Lee Jeong-Im,=5,,Hong Sun-Hwa,890,KOR,Table Tennis,
1988 Summer Olympics,"Singles, Women (Olympic (non-medal))",,2.0,,Hwang Hye-Yeong,891,KOR,Badminton,
1992 Summer Olympics,"Doubles, Women (Olympic)",Jeong So-Yeong,1.0,Gold,Hwang Hye-Yeong,891,KOR,Badminton,
1988 Summer Olympics,"Singles, Women (Olympic)",,=9,,Hyeon Jeong-Hwa,892,KOR,Table Tennis,
1988 Summer Olympics,"Doubles, Women (Olympic)",Yang Yeong-Ja,1,Gold,Hyeon Jeong-Hwa,892,KOR,Table Tennis,
1992 Summer Olympics,"Singles, Women (Olympic)",,=3,Bronze,Hyeon Jeong-Hwa,892,KOR,Table Tennis,
1992 Summer Olympics,"Doubles, Women (Olympic)",Hong Cha-Ok,=3,Bronze,Hyeon Jeong-Hwa,892,KOR,Table Tennis,
1996 Summer Olympics,"Doubles, Women (Olympic)",Gil Yeong-Ah,2.0,Silver,Jang Hye-Ok,893,KOR,Badminton,
1996 Summer Olympics,"Singles, Women (Olympic)",,4,,Kim Ji-Hyeon,894,KOR,Badminton,
2000 Summer Olympics,"Singles, Women (Olympic)",,=5,,Kim Ji-Hyeon,894,KOR,Badminton,
1996 Summer Olympics,"Doubles, Women (Olympic)",Kim Sin-Yeong,=9,,Kim Mi-Hyang,895,KOR,Badminton,
1996 Summer Olympics,"Doubles, Women (Olympic)",Kim Mi-Hyang,=9,,Kim Sin-Yeong,896,KOR,Badminton,
1996 Summer Olympics,"Doubles, Women (Olympic)",Park Gyeong-Ae,4.0,,Kim Mu-Gyo,897,KOR,Table Tennis,
2000 Summer Olympics,"Doubles, Women (Olympic)",Yu Ji-Hye,3.0,Bronze,Kim Mu-Gyo,897,KOR,Table Tennis,
1996 Summer Olympics,"Doubles, Women (Olympic)",Park Seong-Hui,=17,,Kim Eun-Ha,898,KOR,Tennis,
1988 Summer Olympics,"Singles, Women (Olympic)",,=9,,Kim Il-Sun,899,KOR,Tennis,
1988 Summer Olympics,"Doubles, Women (Olympic)",Lee Jeong-Myeong,=9,,Kim Il-Sun,899,KOR,Tennis,
1992 Summer Olympics,"Singles, Women (Olympic)",,=33,,Kim Il-Sun,899,KOR,Tennis,
1992 Summer Olympics,"Doubles, Women (Olympic)",Lee Jeong-Myeong,=17,,Kim Il-Sun,899,KOR,Tennis,
1992 Summer Olympics,"Singles, Women (Olympic)",,=5,,Lee Heung-Sun,900,KOR,Badminton,
1992 Summer Olympics,"Singles, Women (Olympic)",,=17,,Lee Jeong-Im,901,KOR,Table Tennis,
1992 Summer Olympics,"Doubles, Women (Olympic)",Hong Sun-Hwa,=5,,Lee Jeong-Im,901,KOR,Table Tennis,
1988 Summer Olympics,"Singles, Women (Olympic)",,=17,,Lee Jeong-Myeong,902,KOR,Tennis,
1988 Summer Olympics,"Doubles, Women (Olympic)",Kim Il-Sun,=9,,Lee Jeong-Myeong,902,KOR,Tennis,
1992 Summer Olympics,"Doubles, Women (Olympic)",Kim Il-Sun,=17,,Lee Jeong-Myeong,902,KOR,Tennis,
1996 Summer Olympics,"Doubles, Women (Olympic)",Jeong Jae-Hui,=9,,Park Su-Yeon,903,KOR,Badminton,
1996 Summer Olympics,"Singles, Women (Olympic)",,=9,,Park Hae-Jeong,904,KOR,Table Tennis,
1996 Summer Olympics,"Doubles, Women (Olympic)",Yu Ji-Hye,3,Bronze,Park Hae-Jeong,904,KOR,Table Tennis,
1996 Summer Olympics,"Singles, Women (Olympic)",,=17,,Park Gyeong-Ae,905,KOR,Table Tennis,
1996 Summer Olympics,"Doubles, Women (Olympic)",Kim Mu-Gyo,4,,Park Gyeong-Ae,905,KOR,Table Tennis,
1996 Summer Olympics,"Singles, Women (Olympic)",,=33,,Park Seong-Hui,906,KOR,Tennis,
1996 Summer Olympics,"Doubles, Women (Olympic)",Kim Eun-Ha,=17,,Park Seong-Hui,906,KOR,Tennis,
2000 Summer Olympics,"Doubles, Women (Olympic)",Jo Yun-Jeong,=17,,Park Seong-Hui,906,KOR,Tennis,
1996 Summer Olympics,"Singles, Women (Olympic)",,=33,,Na Gyeong-Min,907,KOR,Badminton,
1996 Summer Olympics,"Doubles, Mixed (Olympic)",Park Ju-Bong,2,Silver,Na Gyeong-Min,907,KOR,Badminton,
2000 Summer Olympics,"Doubles, Mixed (Olympic)",Kim Dong-Mun,=5,,Na Gyeong-Min,907,KOR,Badminton,
2000 Summer Olympics,"Doubles, Women (Olympic)",Jeong Jae-Hui,4,,Na Gyeong-Min,907,KOR,Badminton,
2004 Summer Olympics,"Doubles, Mixed (Olympic)",Kim Dong-Mun,=5,,Na Gyeong-Min,907,KOR,Badminton,
2004 Summer Olympics,"Doubles, Women (Olympic)",Lee Gyeong-Won,3,Bronze,Na Gyeong-Min,907,KOR,Badminton,
1996 Summer Olympics,"Singles, Women (Olympic)",,=17,,Yu Ji-Hye,908,KOR,Table Tennis,
1996 Summer Olympics,"Doubles, Women (Olympic)",Park Hae-Jeong,3,Bronze,Yu Ji-Hye,908,KOR,Table Tennis,
2000 Summer Olympics,"Singles, Women (Olympic)",,=5,,Yu Ji-Hye,908,KOR,Table Tennis,
2000 Summer Olympics,"Doubles, Women (Olympic)",Kim Mu-Gyo,3,Bronze,Yu Ji-Hye,908,KOR,Table Tennis,
1992 Summer Olympics,"Doubles, Women (Olympic)",Gil Yeong-Ah,=3,Bronze,Sim Eun-Jeong,909,KOR,Badminton,
1988 Summer Olympics,"Singles, Women (Olympic)",,=9,,Yang Yeong-Ja,910,KOR,Table Tennis,
1988 Summer Olympics,"Doubles, Women (Olympic)",Hyeon Jeong-Hwa,1,Gold,Yang Yeong-Ja,910,KOR,Table Tennis,
1988 Summer Olympics,"Doubles, Men (Olympic)",Yu Nam-Gyu,3.0,Bronze,An Jae-Hyeong,911,KOR,Table Tennis,
1992 Summer Olympics,"Singles, Men (Olympic)",,=33,,Jang Ui-Jong,912,KOR,Tennis,
1992 Summer Olympics,"Doubles, Men (Olympic)",Kim Chi-Wan,=17,,Jang Ui-Jong,912,KOR,Tennis,
1996 Summer Olympics,"Doubles, Men (Olympic)",Gang Gyeong-Jin,=5,,Ha Tae-Gwon,913,KOR,Badminton,
2000 Summer Olympics,"Doubles, Mixed (Olympic)",Jeong Jae-Hui,=9,,Ha Tae-Gwon,913,KOR,Badminton,
2000 Summer Olympics,"Doubles, Men (Olympic)",Kim Dong-Mun,3,Bronze,Ha Tae-Gwon,913,KOR,Badminton,
2004 Summer Olympics,"Doubles, Men (Olympic)",Kim Dong-Mun,1,Gold,Ha Tae-Gwon,913,KOR,Badminton,
1996 Summer Olympics,"Doubles, Men (Olympic)",Ha Tae-Gwon,=5,,Gang Gyeong-Jin,914,KOR,Badminton,
1992 Summer Olympics,"Singles, Men (Olympic)",,=17,,Gang Hui-Chan,915,KOR,Table Tennis,
1992 Summer Olympics,"Doubles, Men (Olympic)",Lee Cheol-Seung,=3,Bronze,Gang Hui-Chan,915,KOR,Table Tennis,
1996 Summer Olympics,"Doubles, Men (Olympic)",Kim Taek-Su,=5,,Gang Hui-Chan,915,KOR,Table Tennis,
1996 Summer Olympics,"Doubles, Mixed (Olympic)",Gil Yeong-Ah,1,Gold,Kim Dong-Mun,916,KOR,Badminton,
1996 Summer Olympics,"Doubles, Men (Olympic)",Yu Yong-Seong,=17,,Kim Dong-Mun,916,KOR,Badminton,
2000 Summer Olympics,"Doubles, Mixed (Olympic)",Na Gyeong-Min,=5,,Kim Dong-Mun,916,KOR,Badminton,
2000 Summer Olympics,"Doubles, Men (Olympic)",Ha Tae-Gwon,3,Bronze,Kim Dong-Mun,916,KOR,Badminton,
2004 Summer Olympics,"Doubles, Mixed (Olympic)",Na Gyeong-Min,=5,,Kim Dong-Mun,916,KOR,Badminton,
2004 Summer Olympics,"Doubles, Men (Olympic)",Ha Tae-Gwon,1,Gold,Kim Dong-Mun,916,KOR,Badminton,
1992 Summer Olympics,"Singles, Men (Olympic)",,=5,,Kim Hak-Gyun,917,KOR,Badminton,
1996 Summer Olympics,"Singles, Men (Olympic)",,=17,,Kim Hak-Gyun,917,KOR,Badminton,
1992 Summer Olympics,"Doubles, Men (Olympic)",Park Ju-Bong,1.0,Gold,Kim Mun-Su,918,KOR,Badminton,
1988 Summer Olympics,"Singles, Men (Olympic)",,2.0,Silver,Kim Gi-Taek,919,KOR,Table Tennis,
1988 Summer Olympics,"Doubles, Men (Olympic)",Kim Wan,4.0,,Kim Gi-Taek,919,KOR,Table Tennis,
1992 Summer Olympics,"Singles, Men (Olympic)",,=3,Bronze,Kim Taek-Su,920,KOR,Table Tennis,
1992 Summer Olympics,"Doubles, Men (Olympic)",Yu Nam-Gyu,=3,Bronze,Kim Taek-Su,920,KOR,Table Tennis,
1996 Summer Olympics,"Singles, Men (Olympic)",,=5,,Kim Taek-Su,920,KOR,Table Tennis,
1996 Summer Olympics,"Doubles, Men (Olympic)",Gang Hui-Chan,=5,,Kim Taek-Su,920,KOR,Table Tennis,
2000 Summer Olympics,"Singles, Men (Olympic)",,=17,,Kim Taek-Su,920,KOR,Table Tennis,
2000 Summer Olympics,"Doubles, Men (Olympic)",Oh Sang-Eun,=5,,Kim Taek-Su,920,KOR,Table Tennis,
1988 Summer Olympics,"Singles, Men (Olympic)",,=25,,Kim Wan,921,KOR,Table Tennis,
1988 Summer Olympics,"Doubles, Men (Olympic)",Kim Gi-Taek,4,,Kim Wan,921,KOR,Table Tennis,
1988 Summer Olympics,"Singles, Men (Olympic)",,=9,,Kim Bong-Su,922,KOR,Tennis,
1988 Summer Olympics,"Doubles, Men (Olympic)",Yu Jin-Seon,=17,,Kim Bong-Su,922,KOR,Tennis,
1992 Summer Olympics,"Doubles, Men (Olympic)",Jang Ui-Jong,=17,,Kim Chi-Wan,923,KOR,Tennis,
1988 Summer Olympics,"Doubles, Men (Olympic (non-medal))",Lee Sang-Bok,2,,Lee Gwang-Jin,924,KOR,Badminton,
1992 Summer Olympics,"Singles, Men (Olympic)",,=33,,Lee Gwang-Jin,924,KOR,Badminton,
1996 Summer Olympics,"Singles, Men (Olympic)",,=5,,Lee Gwang-Jin,924,KOR,Badminton,
1988 Summer Olympics,"Doubles, Men (Olympic (non-medal))",Lee Gwang-Jin,2,,Lee Sang-Bok,925,KOR,Badminton,
1992 Summer Olympics,"Doubles, Men (Olympic)",Son Jin-Hwan,=5,,Lee Sang-Bok,925,KOR,Badminton,
1992 Summer Olympics,"Doubles, Men (Olympic)",Gang Hui-Chan,=3,Bronze,Lee Cheol-Seung,926,KOR,Table Tennis,
1996 Summer Olympics,"Singles, Men (Olympic)",,=17,,Lee Cheol-Seung,926,KOR,Table Tennis,
1996 Summer Olympics,"Doubles, Men (Olympic)",Yu Nam-Gyu,3,Bronze,Lee Cheol-Seung,926,KOR,Table Tennis,
2000 Summer Olympics,"Singles, Men (Olympic)",,=17,,Lee Cheol-Seung,926,KOR,Table Tennis,
2000 Summer Olympics,"Doubles, Men (Olympic)",Yu Seung-Min,4,,Lee Cheol-Seung,926,KOR,Table Tennis,
2004 Summer Olympics,"Doubles, Men (Olympic)",Yu Seung-Min,=5,,Lee Cheol-Seung,926,KOR,Table Tennis,
1996 Summer Olympics,"Doubles, Men (Olympic)",Yun Yong-Il,=17,,Lee Hyeong-Taek,927,KOR,Tennis,
2000 Summer Olympics,"Singles, Men (Olympic)",,=33,,Lee Hyeong-Taek,927,KOR,Tennis,
2000 Summer Olympics,"Doubles, Men (Olympic)",Yun Yong-Il,=9,,Lee Hyeong-Taek,927,KOR,Tennis,
2004 Summer Olympics,"Singles, Men (Olympic)",,=17,,Lee Hyeong-Taek,927,KOR,Tennis,
2008 Summer Olympics,"Singles, Men (Olympic)",,=33,,Lee Hyeong-Taek,927,KOR,Tennis,
1988 Summer Olympics,"Doubles, Mixed (Olympic (non-medal))",Jeong Myeong-Hui,1.0,,Park Ju-Bong,928,KOR,Badminton,
1992 Summer Olympics,"Doubles, Men (Olympic)",Kim Mun-Su,1.0,Gold,Park Ju-Bong,928,KOR,Badminton,
1996 Summer Olympics,"Doubles, Mixed (Olympic)",Na Gyeong-Min,2.0,Silver,Park Ju-Bong,928,KOR,Badminton,
1988 Summer Olympics,"Singles, Women (Olympic)",,=5,,Larisa Savčenko,939,URS,Tennis,
1988 Summer Olympics,"Doubles, Women (Olympic)",Natasha Zverava,=5,,Larisa Savčenko,939,URS,Tennis,
1992 Summer Olympics,"Singles, Women (Olympic)",,=33,,Larisa Neilande,939,LAT,Tennis,
1992 Summer Olympics,"Doubles, Women (Olympic)",Agnese Blumberga,=17,,Larisa Neilande,939,LAT,Tennis,
1992 Summer Olympics,"Singles, Men (Olympic)",,=49,,Attaher Mohamed El-Mahjoub,940,LBA,Table Tennis,
1996 Summer Olympics,"Singles, Women (Olympic)",,=49,,Larissa Chouaib,941,LBN,Table Tennis,
1996 Summer Olympics,"Singles, Women (Olympic)",,=17,,Rūta Garkauskaitė,942,LTU,Table Tennis,
2000 Summer Olympics,"Singles, Women (Olympic)",,=33,,Rūta Garkauskaitė,942,LTU,Table Tennis,
2000 Summer Olympics,"Doubles, Women (Olympic)",Jolanta Prūsienė,=9,,Rūta Garkauskaitė,942,LTU,Table Tennis,
2008 Summer Olympics,"Singles, Women (Olympic)",,=33,,Rūta Paškauskienė,942,LTU,Table Tennis,
1996 Summer Olympics,"Singles, Women (Olympic)",,=33,,Anne Kremer,943,LUX,Tennis,
2000 Summer Olympics,"Singles, Women (Olympic)",,=17,,Anne Kremer,943,LUX,Tennis,
2004 Summer Olympics,"Singles, Women (Olympic)",,=33,,Anne Kremer,943,LUX,Tennis,
2004 Summer Olympics,"Doubles, Women (Olympic)",Claudine Schaul,=17,,Anne Kremer,943,LUX,Tennis,
1924 Summer Olympics,"Singles, Men (Olympic)",,=61,,Camille Wolff,944,LUX,Tennis,
1924 Summer Olympics,"Doubles, Mixed (Olympic)",Rozel Le Gallais,DNS,,Camille Wolff,944,LUX,Tennis,
1992 Summer Olympics,"Singles, Women (Olympic)",,=33,,Dally Randriantefy,945,MAD,Tennis,
1992 Summer Olympics,"Doubles, Women (Olympic)",Natacha Randriantefy,=17,,Dally Randriantefy,945,MAD,Tennis,
1996 Summer Olympics,"Singles, Women (Olympic)",,=33,,Dally Randriantefy,945,MAD,Tennis,
1996 Summer Olympics,"Doubles, Women (Olympic)",Natacha Randriantefy,=17,,Dally Randriantefy,945,MAD,Tennis,
2004 Summer Olympics,"Singles, Women (Olympic)",,=33,,Dally Randriantefy,945,MAD,Tennis,
1992 Summer Olympics,"Singles, Women (Olympic)",,=33,,Natacha Randriantefy,946,MAD,Tennis,
1992 Summer Olympics,"Doubles, Women (Olympic)",Dally Randriantefy,=17,,Natacha Randriantefy,946,MAD,Tennis,
1996 Summer Olympics,"Doubles, Women (Olympic)",Dally Randriantefy,=17,,Natacha Randriantefy,946,MAD,Tennis,
1992 Summer Olympics,"Singles, Men (Olympic)",,=33,,Karim Alami,947,MAR,Tennis,
1992 Summer Olympics,"Doubles, Men (Olympic)",Younès El-Aynaoui,DNS,,Karim Alami,947,MAR,Tennis,
2000 Summer Olympics,"Singles, Men (Olympic)",,=5,,Karim Alami,947,MAR,Tennis,
1996 Summer Olympics,"Singles, Men (Olympic)",,=33,,Hicham Arazi,948,MAR,Tennis,
2004 Summer Olympics,"Singles, Men (Olympic)",,=33,,Hicham Arazi,948,MAR,Tennis,
2004 Summer Olympics,"Doubles, Men (Olympic)",Younès El-Aynaoui,DNS,,Hicham Arazi,948,MAR,Tennis,
1992 Summer Olympics,"Singles, Men (Olympic)",,=17,,Younès El-Aynaoui,949,MAR,Tennis,
1992 Summer Olympics,"Doubles, Men (Olympic)",Karim Alami,DNS,,Younès El-Aynaoui,949,MAR,Tennis,
2004 Summer Olympics,"Singles, Men (Olympic)",,=33,,Younès El-Aynaoui,949,MAR,Tennis,
2004 Summer Olympics,"Doubles, Men (Olympic)",Hicham Arazi,DNS,,Younès El-Aynaoui,949,MAR,Tennis,
1992 Summer Olympics,"Singles, Men (Olympic)",,=49,,Abdelhadi Legdali,950,MAR,Table Tennis,
1996 Summer Olympics,"Singles, Women (Olympic)",,=17,,Chan Chia Fong,951,MAS,Badminton,
1988 Summer Olympics,"Singles, Women (Olympic)",,=33,,Lau Wai Cheng,952,MAS,Table Tennis,
1988 Summer Olympics,"Doubles, Women (Olympic)",Leong Mee Wan,=13,,Lau Wai Cheng,952,MAS,Table Tennis,
1988 Summer Olympics,"Singles, Women (Olympic)",,=33,,Leong Mee Wan,953,MAS,Table Tennis,
1988 Summer Olympics,"Doubles, Women (Olympic)",Lau Wai Cheng,=13,,Leong Mee Wan,953,MAS,Table Tennis,
1992 Summer Olympics,"Doubles, Men (Olympic)",Soo Beng Kiang,=17,,Cheah Soon Kit,954,MAS,Badminton,
1996 Summer Olympics,"Doubles, Men (Olympic)",Yap Kim Hock,2,Silver,Cheah Soon Kit,954,MAS,Badminton,
2000 Summer Olympics,"Doubles, Men (Olympic)",Yap Kim Hock,=9,,Cheah Soon Kit,954,MAS,Badminton,
1992 Summer Olympics,"Singles, Men (Olympic)",,=9,,Foo Kok Keong,955,MAS,Badminton,
1996 Summer Olympics,"Singles, Men (Olympic)",,=9,,Ong Ewe Hock,956,MAS,Badminton,
2000 Summer Olympics,"Singles, Men (Olympic)",,=9,,Ong Ewe Hock,956,MAS,Badminton,
1988 Summer Olympics,"Doubles, Men (Olympic (non-medal))",Ajib Sidek Mohamed,DNS,,Alan Sidek Mohamed,957,MAS,Badminton,
1992 Summer Olympics,"Doubles, Men (Olympic)",Ajib Sidek Mohamed,=3,Bronze,Alan Sidek Mohamed,957,MAS,Badminton,
1988 Summer Olympics,"Doubles, Men (Olympic (non-medal))",Alan Sidek Mohamed,DNS,,Ajib Sidek Mohamed,958,MAS,Badminton,
1992 Summer Olympics,"Doubles, Men (Olympic)",Alan Sidek Mohamed,=3,Bronze,Ajib Sidek Mohamed,958,MAS,Badminton,
1992 Summer Olympics,"Singles, Men (Olympic)",,=5,,Adul Sidek Mohamed,959,MAS,Badminton,
1996 Summer Olympics,"Singles, Men (Olympic)",,3,Bronze,Adul Sidek Mohamed,959,MAS,Badminton,
1992 Summer Olympics,"Doubles, Men (Olympic)",Cheah Soon Kit,=17,,Soo Beng Kiang,960,MAS,Badminton,
1996 Summer Olympics,"Doubles, Men (Olympic)",Tan Kim Her,4,,Soo Beng Kiang,960,MAS,Badminton,
1996 Summer Olympics,"Doubles, Men (Olympic)",Soo Beng Kiang,4.0,,Tan Kim Her,961,MAS,Badminton,
1996 Summer Olympics,"Doubles, Men (Olympic)",Cheah Soon Kit,2,Silver,Yap Kim Hock,962,MAS,Badminton,
2000 Summer Olympics,"Doubles, Men (Olympic)",Cheah Soon Kit,=9,,Yap Kim Hock,962,MAS,Badminton,
1988 Summer Olympics,"Singles, Men (Olympic)",,=57,,Gilany Hosnani,963,MRI,Table Tennis,
1988 Summer Olympics,"Doubles, Men (Olympic)",Alain Choo Choy,=29,,Gilany Hosnani,963,MRI,Table Tennis,
1988 Summer Olympics,"Singles, Women (Olympic)",,=33,,Xóchitl Escobedo,964,MEX,Tennis,
1988 Summer Olympics,"Doubles, Women (Olympic)",Claudia Hernández,=9,,Xóchitl Escobedo,964,MEX,Tennis,
1992 Summer Olympics,"Singles, Women (Olympic)",,=9,,Angélica Gavaldón,965,MEX,Tennis,
1992 Summer Olympics,"Doubles, Women (Olympic)",Lupita Novelo,=17,,Angélica Gavaldón,965,MEX,Tennis,
1996 Summer Olympics,"Singles, Women (Olympic)",,=17,,Angélica Gavaldón,965,MEX,Tennis,
1988 Summer Olympics,"Singles, Women (Olympic)",,=17,,Claudia Hernández,966,MEX,Tennis,
1988 Summer Olympics,"Doubles, Women (Olympic)",Xóchitl Escobedo,=9,,Claudia Hernández,966,MEX,Tennis,
1992 Summer Olympics,"Singles, Women (Olympic)",,=33,,Lupita Novelo,967,MEX,Tennis,
1992 Summer Olympics,"Doubles, Women (Olympic)",Angélica Gavaldón,=17,,Lupita Novelo,967,MEX,Tennis,
1924 Summer Olympics,"Singles, Men (Olympic)",,=61,,Félix del Canto,968,MEX,Tennis,
1924 Summer Olympics,"Doubles, Men (Olympic)",Mariano Lozano,=16,,Félix del Canto,968,MEX,Tennis,
1996 Summer Olympics,"Singles, Men (Olympic)",,=33,,Alejandro Hernández,969,MEX,Tennis,
1996 Summer Olympics,"Doubles, Men (Olympic)",Óscar Ortiz,=17,,Alejandro Hernández,969,MEX,Tennis,
2000 Summer Olympics,"Doubles, Men (Olympic)",Enrique Abaroa,=17,,Alejandro Hernández,969,MEX,Tennis,
1988 Summer Olympics,"Singles, Men (Olympic)",,=17,,Leonardo Lavalle,970,MEX,Tennis,
1988 Summer Olympics,"Doubles, Men (Olympic)",Agustín Moreno,=17,,Leonardo Lavalle,970,MEX,Tennis,
1992 Summer Olympics,"Singles, Men (Olympic)",,=5,,Leonardo Lavalle,970,MEX,Tennis,
1992 Summer Olympics,"Doubles, Men (Olympic)",Francisco Maciel,=17,,Leonardo Lavalle,970,MEX,Tennis,
1924 Summer Olympics,"Singles, Men (Olympic)",,=61,,Mariano Lozano,971,MEX,Tennis,
1924 Summer Olympics,"Doubles, Men (Olympic)",Félix del Canto,=16,,Mariano Lozano,971,MEX,Tennis,
1984 Summer Olympics,"Singles, Men (Olympic (non-medal))",,2,,Francisco Maciel,972,MEX,Tennis,
1988 Summer Olympics,"Singles, Men (Olympic)",,=33,,Francisco Maciel,972,MEX,Tennis,
1992 Summer Olympics,"Singles, Men (Olympic)",,=33,,Francisco Maciel,972,MEX,Tennis,
1992 Summer Olympics,"Doubles, Men (Olympic)",Leonardo Lavalle,=17,,Francisco Maciel,972,MEX,Tennis,
1988 Summer Olympics,"Singles, Men (Olympic)",,=17,,Agustín Moreno,973,MEX,Tennis,
1988 Summer Olympics,"Doubles, Men (Olympic)",Leonardo Lavalle,=17,,Agustín Moreno,973,MEX,Tennis,
1996 Summer Olympics,"Singles, Men (Olympic)",,=49,,Guillermo Muñoz,974,MEX,Table Tennis,
1996 Summer Olympics,"Singles, Men (Olympic)",,=17,,Óscar Ortiz,975,MEX,Tennis,
1996 Summer Olympics,"Doubles, Men (Olympic)",Alejandro Hernández,=17,,Óscar Ortiz,975,MEX,Tennis,
1992 Summer Olympics,"Singles, Women (Olympic)",,=33,,Martine de Souza,976,MRI,Badminton,
1992 Summer Olympics,"Doubles, Women (Olympic)",Vandanah Seesurun,=17,,Martine de Souza,976,MRI,Badminton,
1996 Summer Olympics,"Singles, Women (Olympic)",,=33,,Martine de Souza,976,MRI,Badminton,
1996 Summer Olympics,"Doubles, Mixed (Olympic)",Stephan Beeharry,=17,,Martine de Souza,976,MRI,Badminton,
1996 Summer Olympics,"Doubles, Women (Olympic)",Marie-Josephe Jean-Pierre,=17,,Martine de Souza,976,MRI,Badminton,
1996 Summer Olympics,"Singles, Women (Olympic)",,=33,,Marie-Josephe Jean-Pierre,977,MRI,Badminton,
1996 Summer Olympics,"Doubles, Mixed (Olympic)",Édouard Clarisse,=17,,Marie-Josephe Jean-Pierre,977,MRI,Badminton,
1996 Summer Olympics,"Doubles, Women (Olympic)",Martine de Souza,=17,,Marie-Josephe Jean-Pierre,977,MRI,Badminton,
1992 Summer Olympics,"Singles, Women (Olympic)",,=33,,Vandanah Seesurun,978,MRI,Badminton,
